"ID","?CBS LOAN STATUS","ID","STATUS"
"0068p000003v5eNAAQ","Disbursed","0068p000003v5eNAAQ","Item Updated"
"0068p000003uxllAAA","Disbursed","0068p000003uxllAAA","Item Updated"
"0068p000003uxoXAAQ","Disbursed","0068p000003uxoXAAQ","Item Updated"
"0068p000003uxoSAAQ","Disbursed","0068p000003uxoSAAQ","Item Updated"
"0068p000003uDP8AAM","Disbursed","0068p000003uDP8AAM","Item Updated"
"0068p000003uDQGAA2","Disbursed","0068p000003uDQGAA2","Item Updated"
"0068p000003uDOtAAM","Disbursed","0068p000003uDOtAAM","Item Updated"
"0068p000003uDOZAA2","Disbursed","0068p000003uDOZAA2","Item Updated"
"0068p000003uDPXAA2","Disbursed","0068p000003uDPXAA2","Item Updated"
"0068p000003uDQaAAM","Disbursed","0068p000003uDQaAAM","Item Updated"
"0068p000003uDQpAAM","Disbursed","0068p000003uDQpAAM","Item Updated"
"0068p000003ukzlAAA","Disbursed","0068p000003ukzlAAA","Item Updated"
"0068p000003ukzvAAA","Disbursed","0068p000003ukzvAAA","Item Updated"
"0068p000003ukzWAAQ","Disbursed","0068p000003ukzWAAQ","Item Updated"
"0068p000003ukz7AAA","Disbursed","0068p000003ukz7AAA","Item Updated"
"0068p000003ukwQAAQ","Disbursed","0068p000003ukwQAAQ","Item Updated"
"0068p000003ukwkAAA","Disbursed","0068p000003ukwkAAA","Item Updated"
"0068p000003ukxOAAQ","Disbursed","0068p000003ukxOAAQ","Item Updated"
"0068p000003ulIKAAY","Disbursed","0068p000003ulIKAAY","Item Updated"
"0068p000003ulDCAAY","Disbursed","0068p000003ulDCAAY","Item Updated"
"0068p000003ulBqAAI","Disbursed","0068p000003ulBqAAI","Item Updated"
"0068p000003v4l8AAA","Disbursed","0068p000003v4l8AAA","Item Updated"
"0068p000003ulbsAAA","Disbursed","0068p000003ulbsAAA","Item Updated"
"0068p000003v7zYAAQ","Disbursed","0068p000003v7zYAAQ","Item Updated"
"0068p000003v8LHAAY","Disbursed","0068p000003v8LHAAY","Item Updated"
"0068p000003v0YpAAI","Disbursed","0068p000003v0YpAAI","Item Updated"
"0068p000003vBr7AAE","Disbursed","0068p000003vBr7AAE","Item Updated"
"0068p000003ulYAAAY","Disbursed","0068p000003ulYAAAY","Item Updated"
"0068p000003ulbEAAQ","Disbursed","0068p000003ulbEAAQ","Item Updated"
"0068p000003ulefAAA","Disbursed","0068p000003ulefAAA","Item Updated"
"0068p000003v7ziAAA","Disbursed","0068p000003v7ziAAA","Item Updated"
"0068p000003v1dNAAQ","Disbursed","0068p000003v1dNAAQ","Item Updated"
"0068p000003v1erAAA","Disbursed","0068p000003v1erAAA","Item Updated"
"0068p000003v1eQAAQ","Disbursed","0068p000003v1eQAAQ","Item Updated"
"0068p000003uzJCAAY","Disbursed","0068p000003uzJCAAY","Item Updated"
"0068p000003uzLNAAY","Disbursed","0068p000003uzLNAAY","Item Updated"
"0068p000003v81MAAQ","Disbursed","0068p000003v81MAAQ","Item Updated"
"0068p000003uTYAAA2","Disbursed","0068p000003uTYAAA2","Item Updated"
"0068p000003uTVBAA2","Disbursed","0068p000003uTVBAA2","Item Updated"
"0068p000003ueMzAAI","Disbursed","0068p000003ueMzAAI","Item Updated"
"0068p000003ul1DAAQ","Disbursed","0068p000003ul1DAAQ","Item Updated"
"0068p000003uktOAAQ","Disbursed","0068p000003uktOAAQ","Item Updated"
"0068p000003uDXqAAM","Disbursed","0068p000003uDXqAAM","Item Updated"
"0068p000003uDYKAA2","Disbursed","0068p000003uDYKAA2","Item Updated"
"0068p000003uDaIAAU","Disbursed","0068p000003uDaIAAU","Item Updated"
"0068p000003uzniAAA","Disbursed","0068p000003uzniAAA","Item Updated"
"0068p000003uzo7AAA","Disbursed","0068p000003uzo7AAA","Item Updated"
"0068p000003uzrkAAA","Disbursed","0068p000003uzrkAAA","Item Updated"
"0068p000003uzr6AAA","Disbursed","0068p000003uzr6AAA","Item Updated"
"0068p000003ukWhAAI","Disbursed","0068p000003ukWhAAI","Item Updated"
"0068p000003ukX6AAI","Disbursed","0068p000003ukX6AAI","Item Updated"
"0068p000003s6SnAAI","Disbursed","0068p000003s6SnAAI","Item Updated"
"0068p000003tW4JAAU","Disbursed","0068p000003tW4JAAU","Item Updated"
"0068p000003tW6PAAU","Disbursed","0068p000003tW6PAAU","Item Updated"
"0068p000003s6RuAAI","Disbursed","0068p000003s6RuAAI","Item Updated"
"0068p000003s6PrAAI","Disbursed","0068p000003s6PrAAI","Item Updated"
"0068p000003tW6UAAU","Disbursed","0068p000003tW6UAAU","Item Updated"
"0068p000003tW49AAE","Disbursed","0068p000003tW49AAE","Item Updated"
"0068p000003s6TRAAY","Disbursed","0068p000003s6TRAAY","Item Updated"
"0068p000003uleGAAQ","Disbursed","0068p000003uleGAAQ","Item Updated"
"0068p000003uDFSAA2","Disbursed","0068p000003uDFSAA2","Item Updated"
"0068p000003uDFNAA2","Disbursed","0068p000003uDFNAA2","Item Updated"
"0068p000003v24wAAA","Disbursed","0068p000003v24wAAA","Item Updated"
"0068p000003v23jAAA","Disbursed","0068p000003v23jAAA","Item Updated"
"0068p000003utQHAAY","Disbursed","0068p000003utQHAAY","Item Updated"
"0068p000003v2kMAAQ","Disbursed","0068p000003v2kMAAQ","Item Updated"
"0068p000003uaYGAAY","Disbursed","0068p000003uaYGAAY","Item Updated"
"0068p000003ukPCAAY","Disbursed","0068p000003ukPCAAY","Item Updated"
"0068p000003up3wAAA","Disbursed","0068p000003up3wAAA","Item Updated"
"0068p000003umBAAAY","Disbursed","0068p000003umBAAAY","Item Updated"
"0068p000003unwSAAQ","Disbursed","0068p000003unwSAAQ","Item Updated"
"0068p000003urQdAAI","Disbursed","0068p000003urQdAAI","Item Updated"
"0068p000003umsyAAA","Disbursed","0068p000003umsyAAA","Item Updated"
"0068p000003uqwGAAQ","Disbursed","0068p000003uqwGAAQ","Item Updated"
"0068p000003ukn8AAA","Disbursed","0068p000003ukn8AAA","Item Updated"
"0068p000003ulQVAAY","Disbursed","0068p000003ulQVAAY","Item Updated"
"0068p000003ulPNAAY","Disbursed","0068p000003ulPNAAY","Item Updated"
"0068p000003ulSRAAY","Disbursed","0068p000003ulSRAAY","Item Updated"
"0068p000003ulakAAA","Disbursed","0068p000003ulakAAA","Item Updated"
"0068p000003ukjBAAQ","Disbursed","0068p000003ukjBAAQ","Item Updated"
"0068p000003ukcVAAQ","Disbursed","0068p000003ukcVAAQ","Item Updated"
"0068p000003ukhAAAQ","Disbursed","0068p000003ukhAAAQ","Item Updated"
"0068p000003ukjGAAQ","Disbursed","0068p000003ukjGAAQ","Item Updated"
"0068p000003ukh5AAA","Disbursed","0068p000003ukh5AAA","Item Updated"
"0068p000003ukgvAAA","Disbursed","0068p000003ukgvAAA","Item Updated"
"0068p000003uoMZAAY","Disbursed","0068p000003uoMZAAY","Item Updated"
"0068p000003ul6VAAQ","Disbursed","0068p000003ul6VAAQ","Item Updated"
"0068p000003tpsgAAA","Disbursed","0068p000003tpsgAAA","Item Updated"
"0068p000003uoMjAAI","Disbursed","0068p000003uoMjAAI","Item Updated"
"0068p000003uoOGAAY","Disbursed","0068p000003uoOGAAY","Item Updated"
"0068p000003tpsvAAA","Disbursed","0068p000003tpsvAAA","Item Updated"
"0068p000003tpvrAAA","Disbursed","0068p000003tpvrAAA","Item Updated"
"0068p000003tpw1AAA","Disbursed","0068p000003tpw1AAA","Item Updated"
"0068p000003tptUAAQ","Disbursed","0068p000003tptUAAQ","Item Updated"
"0068p000003v36oAAA","Disbursed","0068p000003v36oAAA","Item Updated"
"0068p000003uthKAAQ","Disbursed","0068p000003uthKAAQ","Item Updated"
"0068p000003umljAAA","Disbursed","0068p000003umljAAA","Item Updated"
"0068p000003umkWAAQ","Disbursed","0068p000003umkWAAQ","Item Updated"
"0068p000003umgKAAQ","Disbursed","0068p000003umgKAAQ","Item Updated"
"0068p000003ulCxAAI","Disbursed","0068p000003ulCxAAI","Item Updated"
"0068p000003tW81AAE","Disbursed","0068p000003tW81AAE","Item Updated"
"0068p000003ukNMAAY","Disbursed","0068p000003ukNMAAY","Item Updated"
"0068p000003ukX1AAI","Disbursed","0068p000003ukX1AAI","Item Updated"
"0068p000003s6SOAAY","Disbursed","0068p000003s6SOAAY","Item Updated"
"0068p000003ukSQAAY","Disbursed","0068p000003ukSQAAY","Item Updated"
"0068p000003ukYIAAY","Disbursed","0068p000003ukYIAAY","Item Updated"
"0068p000003ukWrAAI","Disbursed","0068p000003ukWrAAI","Item Updated"
"0068p000003ukZ1AAI","Disbursed","0068p000003ukZ1AAI","Item Updated"
"0068p000003v2S1AAI","Disbursed","0068p000003v2S1AAI","Item Updated"
"0068p000003upFGAAY","Disbursed","0068p000003upFGAAY","Item Updated"
"0068p000003uEdFAAU","Disbursed","0068p000003uEdFAAU","Item Updated"
"0068p000003v2LLAAY","Disbursed","0068p000003v2LLAAY","Item Updated"
"0068p000003uaMLAAY","Disbursed","0068p000003uaMLAAY","Item Updated"
"0068p000003uaLwAAI","Disbursed","0068p000003uaLwAAI","Item Updated"
"0068p000003uaMfAAI","Disbursed","0068p000003uaMfAAI","Item Updated"
"0068p000003upo6AAA","Disbursed","0068p000003upo6AAA","Item Updated"
"0068p000003uaM1AAI","Disbursed","0068p000003uaM1AAI","Item Updated"
"0068p000003vBOaAAM","Disbursed","0068p000003vBOaAAM","Item Updated"
"0068p000003uaMBAAY","Disbursed","0068p000003uaMBAAY","Item Updated"
"0068p000003vCZbAAM","Disbursed","0068p000003vCZbAAM","Item Updated"
"0068p000003uowxAAA","Disbursed","0068p000003uowxAAA","Item Updated"
"0068p000003uoxRAAQ","Disbursed","0068p000003uoxRAAQ","Item Updated"
"0068p000003ul6fAAA","Disbursed","0068p000003ul6fAAA","Item Updated"
"0068p000003uo6DAAQ","Disbursed","0068p000003uo6DAAQ","Item Updated"
"0068p000003uo5tAAA","Disbursed","0068p000003uo5tAAA","Item Updated"
"0068p000003udI5AAI","Disbursed","0068p000003udI5AAI","Item Updated"
"0068p000003uksLAAQ","Disbursed","0068p000003uksLAAQ","Item Updated"
"0068p000003v1aiAAA","Disbursed","0068p000003v1aiAAA","Item Updated"
"0068p000003umbsAAA","Disbursed","0068p000003umbsAAA","Item Updated"
"0068p000003umbJAAQ","Disbursed","0068p000003umbJAAQ","Item Updated"
"0068p000003umc7AAA","Disbursed","0068p000003umc7AAA","Item Updated"
"0068p000003ux7XAAQ","Disbursed","0068p000003ux7XAAQ","Item Updated"
"0068p000003ux9iAAA","Disbursed","0068p000003ux9iAAA","Item Updated"
"0068p000003ux4hAAA","Disbursed","0068p000003ux4hAAA","Item Updated"
"0068p000003ukdSAAQ","Disbursed","0068p000003ukdSAAQ","Item Updated"
"0068p000003ukZVAAY","Disbursed","0068p000003ukZVAAY","Item Updated"
"0068p000003ukasAAA","Disbursed","0068p000003ukasAAA","Item Updated"
"0068p000003uTUwAAM","Disbursed","0068p000003uTUwAAM","Item Updated"
"0068p000003uJOMAA2","Disbursed","0068p000003uJOMAA2","Item Updated"
"0068p000003tpSaAAI","Disbursed","0068p000003tpSaAAI","Item Updated"
"0068p000003ulPIAAY","Disbursed","0068p000003ulPIAAY","Item Updated"
"0068p000003tWuzAAE","Disbursed","0068p000003tWuzAAE","Item Updated"
"0068p000003tWuQAAU","Disbursed","0068p000003tWuQAAU","Item Updated"
"0068p000003tWv9AAE","Disbursed","0068p000003tWv9AAE","Item Updated"
"0068p000003unwrAAA","Disbursed","0068p000003unwrAAA","Item Updated"
"0068p000003unzRAAQ","Disbursed","0068p000003unzRAAQ","Item Updated"
"0068p000003unAtAAI","Disbursed","0068p000003unAtAAI","Item Updated"
"0068p000003utkFAAQ","Disbursed","0068p000003utkFAAQ","Item Updated"
"0068p000003utl8AAA","Disbursed","0068p000003utl8AAA","Item Updated"
"0068p000003utkUAAQ","Disbursed","0068p000003utkUAAQ","Item Updated"
"0068p000003uthPAAQ","Disbursed","0068p000003uthPAAQ","Item Updated"
"0068p000003uthZAAQ","Disbursed","0068p000003uthZAAQ","Item Updated"
"0068p000003uoxbAAA","Disbursed","0068p000003uoxbAAA","Item Updated"
"0068p000003ulSMAAY","Disbursed","0068p000003ulSMAAY","Item Updated"
"0068p000003uoxgAAA","Disbursed","0068p000003uoxgAAA","Item Updated"
"0068p000003v8L7AAI","Disbursed","0068p000003v8L7AAI","Item Updated"
"0068p000003v8KyAAI","Disbursed","0068p000003v8KyAAI","Item Updated"
"0068p000003vCZRAA2","Disbursed","0068p000003vCZRAA2","Item Updated"
"0068p000003uDaSAAU","Disbursed","0068p000003uDaSAAU","Item Updated"
"0068p000003uDY0AAM","Disbursed","0068p000003uDY0AAM","Item Updated"
"0068p000003un3NAAQ","Disbursed","0068p000003un3NAAQ","Item Updated"
"0068p000003ulbYAAQ","Disbursed","0068p000003ulbYAAQ","Item Updated"
"0068p000003un3hAAA","Disbursed","0068p000003un3hAAA","Item Updated"
"0068p000003uxhGAAQ","Disbursed","0068p000003uxhGAAQ","Item Updated"
"0068p000003uxdnAAA","Disbursed","0068p000003uxdnAAA","Item Updated"
"0068p000003vBjfAAE","Disbursed","0068p000003vBjfAAE","Item Updated"
"0068p000003urKBAAY","Disbursed","0068p000003urKBAAY","Item Updated"
"0068p000003urKVAAY","Disbursed","0068p000003urKVAAY","Item Updated"
"0068p000003v4btAAA","Disbursed","0068p000003v4btAAA","Item Updated"
"0068p000003v4d4AAA","Disbursed","0068p000003v4d4AAA","Item Updated"
"0068p000003v4YxAAI","Disbursed","0068p000003v4YxAAI","Item Updated"
"0068p000003v6QSAAY","Disbursed","0068p000003v6QSAAY","Item Updated"
"0068p000003v6RuAAI","Disbursed","0068p000003v6RuAAI","Item Updated"
"0068p000003uJPUAA2","Disbursed","0068p000003uJPUAA2","Item Updated"
"0068p000003uxomAAA","Disbursed","0068p000003uxomAAA","Item Updated"
"0068p000003uxnmAAA","Disbursed","0068p000003uxnmAAA","Item Updated"
"0068p000003uxo6AAA","Disbursed","0068p000003uxo6AAA","Item Updated"
"0068p000003v5iqAAA","Disbursed","0068p000003v5iqAAA","Item Updated"
"0068p000003vBneAAE","Disbursed","0068p000003vBneAAE","Item Updated"
"0068p000003uxATAAY","Disbursed","0068p000003uxATAAY","Item Updated"
"0068p000003tpzeAAA","Disbursed","0068p000003tpzeAAA","Item Updated"
"0068p000003v2fjAAA","Disbursed","0068p000003v2fjAAA","Item Updated"
"0068p000003v2fyAAA","Disbursed","0068p000003v2fyAAA","Item Updated"
"0068p000003v15ZAAQ","Disbursed","0068p000003v15ZAAQ","Item Updated"
"0068p000003uMuyAAE","Disbursed","0068p000003uMuyAAE","Item Updated"
"0068p000003uMuZAAU","Disbursed","0068p000003uMuZAAU","Item Updated"
"0068p000003tmChAAI","Disbursed","0068p000003tmChAAI","Item Updated"
"0068p000003tmCIAAY","Disbursed","0068p000003tmCIAAY","Item Updated"
"0068p000003uZUeAAM","Disbursed","0068p000003uZUeAAM","Item Updated"
"0068p000003umkCAAQ","Disbursed","0068p000003umkCAAQ","Item Updated"
"0068p000003uneEAAQ","Disbursed","0068p000003uneEAAQ","Item Updated"
"0068p000003urNjAAI","Disbursed","0068p000003urNjAAI","Item Updated"
"0068p000003uu63AAA","Disbursed","0068p000003uu63AAA","Item Updated"
"0068p000003vC1gAAE","Disbursed","0068p000003vC1gAAE","Item Updated"
"0068p000003uw3KAAQ","Disbursed","0068p000003uw3KAAQ","Item Updated"
"0068p000003uyTtAAI","Disbursed","0068p000003uyTtAAI","Item Updated"
"0068p000003uyRXAAY","Disbursed","0068p000003uyRXAAY","Item Updated"
"0068p000003uyRrAAI","Disbursed","0068p000003uyRrAAI","Item Updated"
"0068p000003uyQwAAI","Disbursed","0068p000003uyQwAAI","Item Updated"
"0068p000003uq3lAAA","Disbursed","0068p000003uq3lAAA","Item Updated"
"0068p000003ukrwAAA","Disbursed","0068p000003ukrwAAA","Item Updated"
"0068p000003uq0GAAQ","Disbursed","0068p000003uq0GAAQ","Item Updated"
"0068p000003uwPtAAI","Disbursed","0068p000003uwPtAAI","Item Updated"
"0068p000003unwcAAA","Disbursed","0068p000003unwcAAA","Item Updated"
"0068p000003umAlAAI","Disbursed","0068p000003umAlAAI","Item Updated"
"0068p000003v3faAAA","Disbursed","0068p000003v3faAAA","Item Updated"
"0068p000003vC39AAE","Disbursed","0068p000003vC39AAE","Item Updated"
"0068p000003uklIAAQ","Disbursed","0068p000003uklIAAQ","Item Updated"
"0068p000003uu6IAAQ","Disbursed","0068p000003uu6IAAQ","Item Updated"
"0068p000003unVgAAI","Disbursed","0068p000003unVgAAI","Item Updated"
"0068p000003v2kvAAA","Disbursed","0068p000003v2kvAAA","Item Updated"
"0068p000003upAbAAI","Disbursed","0068p000003upAbAAI","Item Updated"
"0068p000003uu3JAAQ","Disbursed","0068p000003uu3JAAQ","Item Updated"
"0068p000003utPjAAI","Disbursed","0068p000003utPjAAI","Item Updated"
"0068p000003ulwFAAQ","Disbursed","0068p000003ulwFAAQ","Item Updated"
"0068p000003ulyBAAQ","Disbursed","0068p000003ulyBAAQ","Item Updated"
"0068p000003uly6AAA","Disbursed","0068p000003uly6AAA","Item Updated"
"0068p000003uksQAAQ","Disbursed","0068p000003uksQAAQ","Item Updated"
"0068p000003ukn9AAA","Disbursed","0068p000003ukn9AAA","Item Updated"
"0068p000003unzvAAA","Disbursed","0068p000003unzvAAA","Item Updated"
"0068p000003uu5eAAA","Disbursed","0068p000003uu5eAAA","Item Updated"
"0068p000003v1o6AAA","Disbursed","0068p000003v1o6AAA","Item Updated"
"0068p000003vBomAAE","Disbursed","0068p000003vBomAAE","Item Updated"
"0068p000003umloAAA","Disbursed","0068p000003umloAAA","Item Updated"
"0068p000003uCJMAA2","Disbursed","0068p000003uCJMAA2","Item Updated"
"0068p000003upx7AAA","Disbursed","0068p000003upx7AAA","Item Updated"
"0068p000003uNoGAAU","Disbursed","0068p000003uNoGAAU","Item Updated"
"0068p000003uygeAAA","Disbursed","0068p000003uygeAAA","Item Updated"
"0068p000003uyi8AAA","Disbursed","0068p000003uyi8AAA","Item Updated"
"0068p000003uyiSAAQ","Disbursed","0068p000003uyiSAAQ","Item Updated"
"0068p000003uygUAAQ","Disbursed","0068p000003uygUAAQ","Item Updated"
"0068p000003uCKBAA2","Disbursed","0068p000003uCKBAA2","Item Updated"
"0068p000003ukctAAA","Disbursed","0068p000003ukctAAA","Item Updated"
"0068p000003ukdIAAQ","Disbursed","0068p000003ukdIAAQ","Item Updated"
"0068p000003uxkxAAA","Disbursed","0068p000003uxkxAAA","Item Updated"
"0068p000003uxj6AAA","Disbursed","0068p000003uxj6AAA","Item Updated"
"0068p000003uCMPAA2","Disbursed","0068p000003uCMPAA2","Item Updated"
"0068p000003v1nXAAQ","Disbursed","0068p000003v1nXAAQ","Item Updated"
"0068p000003v1ksAAA","Disbursed","0068p000003v1ksAAA","Item Updated"
"0068p000003ul4KAAQ","Disbursed","0068p000003ul4KAAQ","Item Updated"
"0068p000003umefAAA","Disbursed","0068p000003umefAAA","Item Updated"
"0068p000003unBXAAY","Disbursed","0068p000003unBXAAY","Item Updated"
"0068p000003uCM5AAM","Disbursed","0068p000003uCM5AAM","Item Updated"
"0068p000003uCOkAAM","Disbursed","0068p000003uCOkAAM","Item Updated"
"0068p000003umklAAA","Disbursed","0068p000003umklAAA","Item Updated"
"0068p000003umlyAAA","Disbursed","0068p000003umlyAAA","Item Updated"
"0068p000003umgTAAQ","Disbursed","0068p000003umgTAAQ","Item Updated"
"0068p000003umlzAAA","Disbursed","0068p000003umlzAAA","Item Updated"
"0068p000003ummIAAQ","Disbursed","0068p000003ummIAAQ","Item Updated"
"0068p000003uxjLAAQ","Disbursed","0068p000003uxjLAAQ","Item Updated"
"0068p000003uxirAAA","Disbursed","0068p000003uxirAAA","Item Updated"
"0068p000003uxxKAAQ","Disbursed","0068p000003uxxKAAQ","Item Updated"
"0068p000003uxxoAAA","Disbursed","0068p000003uxxoAAA","Item Updated"
"0068p000003v26sAAA","Disbursed","0068p000003v26sAAA","Item Updated"
