"ID","?FT_STATUS","UTR_NUMBER","ID","REMARKS","FT_INNITIATED_DATE","STATUS"
"a0j8p000001vjbAAAQ","Success","N263220004011521","a0j8p000001vjbAAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wi8UAAQ","Success","N263220004011250","a0j8p000001wi8UAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vN5CAAU","Success","N263220004011223","a0j8p000001vN5CAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vH71AAE","Success","N263220004011806","a0j8p000001vH71AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001ww3SAAQ","Success","N263220004011620","a0j8p000001ww3SAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y3auAAA","Success","N263220004011297","a0j8p000001y3auAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xMhFAAU","Success","N263220004011456","a0j8p000001xMhFAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xx4XAAQ","Success","N263220004011797","a0j8p000001xx4XAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xxGCAAY","Success","N263220004011798","a0j8p000001xxGCAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wfq7AAA","Success","N263220004011249","a0j8p000001wfq7AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wY01AAE","Success","N263220004011984","a0j8p000001wY01AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xBqrAAE","Success","N263220004011936","a0j8p000001xBqrAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yMEtAAM","Success","N263220004011376","a0j8p000001yMEtAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v88QAAQ","Success","N263220004011513","a0j8p000001v88QAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v40IAAQ","Success","N263220004011824","a0j8p000001v40IAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yEedAAE","Success","N263220004011811","a0j8p000001yEedAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vLhEAAU","Success","N263220004011331","a0j8p000001vLhEAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xGCHAA2","Success","N263220004011464","a0j8p000001xGCHAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xFprAAE","Success","N263220004011760","a0j8p000001xFprAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wic2AAA","Success","N263220004011458","a0j8p000001wic2AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v3p2AAA","Success","N263220004011330","a0j8p000001v3p2AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v2ItAAI","Success","N263220004011212","a0j8p000001v2ItAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xHPYAA2","Success","N263220004011527","a0j8p000001xHPYAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wUNXAA2","Success","N263220004011943","a0j8p000001wUNXAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wUGCAA2","Success","N263220004011778","a0j8p000001wUGCAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yE3YAAU","Success","N263220004011946","a0j8p000001yE3YAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yFCtAAM","Success","N263220004011604","a0j8p000001yFCtAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xzvqAAA","Success","N263220004011586","a0j8p000001xzvqAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xMTtAAM","Success","N263220004011899","a0j8p000001xMTtAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wwFjAAI","Success","N263220004012010","a0j8p000001wwFjAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wmluAAA","Success","N263220004012015","a0j8p000001wmluAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vJMqAAM","Success","N263220004012007","a0j8p000001vJMqAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wVFqAAM","Success","N263220004011363","a0j8p000001wVFqAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001x91hAAA","Success","N263220004011488","a0j8p000001x91hAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001tykUAAQ","Success","N263220004011689","a0j8p000001tykUAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001tvopAAA","Success","N263220004011325","a0j8p000001tvopAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wuNcAAI","Success","N263220004011232","a0j8p000001wuNcAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wxXTAAY","Success","N263220004011263","a0j8p000001wxXTAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wyYpAAI","Success","N263220004011370","a0j8p000001wyYpAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wtiJAAQ","Success","N263220004011964","a0j8p000001wtiJAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yGHwAAM","Success","N263220004011787","a0j8p000001yGHwAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vg3aAAA","Success","N263220004011903","a0j8p000001vg3aAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vZzXAAU","Success","N263220004012021","a0j8p000001vZzXAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vKegAAE","Success","N263220004011784","a0j8p000001vKegAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wv30AAA","Success","N263220004011741","a0j8p000001wv30AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wrDBAAY","Success","N263220004011989","a0j8p000001wrDBAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wrZzAAI","Success","N263220004011196","a0j8p000001wrZzAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001x3tnAAA","Success","N263220004011870","a0j8p000001x3tnAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vXPEAA2","Success","N263220004011758","a0j8p000001vXPEAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001ve52AAA","Success","N263220004011335","a0j8p000001ve52AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vZhoAAE","Success","N263220004011766","a0j8p000001vZhoAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wVkFAAU","Success","N263220004011942","a0j8p000001wVkFAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v7XbAAI","Success","N263220004011902","a0j8p000001v7XbAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yM9DAAU","Success","N263220004011785","a0j8p000001yM9DAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y7TEAAY","Success","N263220004011850","a0j8p000001y7TEAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xzeMAAQ","Success","N263220004011681","a0j8p000001xzeMAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y6A8AAI","Success","N263220004011393","a0j8p000001y6A8AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vM98AAE","Success","N263220004011695","a0j8p000001vM98AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vLsPAAU","Rejected","N263220004011949","a0j8p000001vLsPAAU","ANY OTHER REASON","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xFuBAAU","Success","N263220004011419","a0j8p000001xFuBAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xCMRAA2","Success","N263220004011272","a0j8p000001xCMRAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yOd6AAE","Success","N263220004011606","a0j8p000001yOd6AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yOL0AAM","Success","N263220004011299","a0j8p000001yOL0AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wayLAAQ","Success","N263220004011342","a0j8p000001wayLAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1ZXAAY","Success","N263220004011315","a0j8p000001y1ZXAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v3IJAAY","Success","N263220004011533","a0j8p000001v3IJAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001x6igAAA","Success","N263220004011476","a0j8p000001x6igAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yQMxAAM","Success","N263220004011895","a0j8p000001yQMxAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001u1NQAAY","Success","N263220004011562","a0j8p000001u1NQAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001uOwMAAU","Success","N263220004011839","a0j8p000001uOwMAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wt7wAAA","Success","N263220004011368","a0j8p000001wt7wAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wvTGAAY","Success","N263220004011369","a0j8p000001wvTGAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v8gpAAA","Success","N263220004011373","a0j8p000001v8gpAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNpRAAU","Success","N263220004011813","a0j8p000001yNpRAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vIBWAA2","Success","N263220004011750","a0j8p000001vIBWAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vfMGAAY","Success","N263220004011240","a0j8p000001vfMGAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vheAAAQ","Success","N263220004011239","a0j8p000001vheAAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wgM4AAI","Success","N263220004011953","a0j8p000001wgM4AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wqnWAAQ","Success","N263220004011742","a0j8p000001wqnWAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wsOJAAY","Success","N263220004011195","a0j8p000001wsOJAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vZiLAAU","Success","N263220004011951","a0j8p000001vZiLAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wTilAAE","Success","N263220004011921","a0j8p000001wTilAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vboCAAQ","Success","N263220004011333","a0j8p000001vboCAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vd12AAA","Success","N263220004011202","a0j8p000001vd12AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vb0RAAQ","Success","N263220004011336","a0j8p000001vb0RAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wUI4AAM","Success","N263220004011347","a0j8p000001wUI4AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wXXJAA2","Success","N263220004011286","a0j8p000001wXXJAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vWQUAA2","Success","N263220004011203","a0j8p000001vWQUAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y3tQAAQ","Success","N263220004011316","a0j8p000001y3tQAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vL8yAAE","Success","N263220004011687","a0j8p000001vL8yAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vKtVAAU","Success","N263220004011568","a0j8p000001vKtVAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xELSAA2","Success","N263220004011273","a0j8p000001xELSAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xF8WAAU","Success","N263220004011992","a0j8p000001xF8WAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xDRnAAM","Success","N263220004011271","a0j8p000001xDRnAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y52XAAQ","Success","N263220004011392","a0j8p000001y52XAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNK0AAM","Success","N263220004011585","a0j8p000001yNK0AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yMnEAAU","Success","N263220004011300","a0j8p000001yMnEAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wwNQAAY","Success","N263220004011367","a0j8p000001wwNQAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNwPAAU","Success","N263220004011690","a0j8p000001yNwPAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNRgAAM","Success","N263220004011896","a0j8p000001yNRgAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vts6AAA","Success","N263220004011929","a0j8p000001vts6AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wylJAAQ","Success","N263220004011874","a0j8p000001wylJAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vY6CAAU","Success","N263220004011277","a0j8p000001vY6CAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1p1AAA","Success","N263220004011868","a0j8p000001y1p1AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001r5tbAAA","Success","N263220004011731","a0j8p000001r5tbAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001x5EQAAY","Success","N263220004011580","a0j8p000001x5EQAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wuW2AAI","Success","N263220004011490","a0j8p000001wuW2AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xxLkAAI","Success","N263220004011591","a0j8p000001xxLkAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xtZBAAY","Success","N263220004011754","a0j8p000001xtZBAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vMHoAAM","Success","N263220004011990","a0j8p000001vMHoAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001sMSNAA2","Success","N263220004011523","a0j8p000001sMSNAA2","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001r7wIAAQ","Success","N263220004011525","a0j8p000001r7wIAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xy8rAAA","Success","N263220004011298","a0j8p000001xy8rAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yQ5OAAU","Success","N263220004011322","a0j8p000001yQ5OAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wbQPAAY","Success","N263220004011216","a0j8p000001wbQPAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wfuLAAQ","Success","N263220004011210","a0j8p000001wfuLAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wcSbAAI","Success","N263220004011208","a0j8p000001wcSbAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y9fzAAA","Success","N263220004011576","a0j8p000001y9fzAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001u2eYAAQ","Success","N263220004011260","a0j8p000001u2eYAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xB5MAAU","Success","N263220004011622","a0j8p000001xB5MAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yMhiAAE","Success","N263220004011323","a0j8p000001yMhiAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yPK2AAM","Success","N263220004011320","a0j8p000001yPK2AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNL7AAM","Success","N263220004011886","a0j8p000001yNL7AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y5HYAAY","Success","N263220004011995","a0j8p000001y5HYAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y585AAA","Success","N263220004011556","a0j8p000001y585AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wn6qAAA","Success","N263220004011845","a0j8p000001wn6qAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wtgtAAA","Success","N263220004011200","a0j8p000001wtgtAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wdihAAA","Success","N263220004011748","a0j8p000001wdihAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xOL4AAM","Success","N263220004011529","a0j8p000001xOL4AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y5IaAAI","Success","N263220004011537","a0j8p000001y5IaAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y34yAAA","Success","N263220004011536","a0j8p000001y34yAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y3whAAA","Success","N263220004011293","a0j8p000001y3whAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y4uDAAQ","Success","N263220004011380","a0j8p000001y4uDAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xzowAAA","Success","N263220004011382","a0j8p000001xzowAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yaf1AAA","Success","N263220004011843","a0j8p000001yaf1AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001ybTHAAY","Success","N263220004011294","a0j8p000001ybTHAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xJktAAE","Success","N263220004011379","a0j8p000001xJktAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xysMAAQ","Success","N263220004011721","a0j8p000001xysMAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yYfHAAU","Success","N263220004011577","a0j8p000001yYfHAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wvvzAAA","Success","N263220004011481","a0j8p000001wvvzAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yIE2AAM","Success","N263220004011590","a0j8p000001yIE2AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1yfAAA","Success","N263220004011661","a0j8p000001y1yfAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xz5qAAA","Success","N263220004011717","a0j8p000001xz5qAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y2D0AAI","Success","N263220004011660","a0j8p000001y2D0AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wWmbAAE","Success","N263220004011863","a0j8p000001wWmbAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vBq2AAE","Success","N263220004011278","a0j8p000001vBq2AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xtvCAAQ","Success","N263220004011901","a0j8p000001xtvCAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001tysYAAQ","Success","N263220004011511","a0j8p000001tysYAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xN6dAAE","Success","N263220004011703","a0j8p000001xN6dAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yaDZAAY","Success","N263220004011605","a0j8p000001yaDZAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wsTpAAI","Success","N263220004011268","a0j8p000001wsTpAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1apAAA","Success","N263220004011974","a0j8p000001y1apAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y4LBAAY","Success","N263220004011907","a0j8p000001y4LBAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y25DAAQ","Success","N263220004012018","a0j8p000001y25DAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wtwMAAQ","Success","N263220004011864","a0j8p000001wtwMAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wtmUAAQ","Success","N263220004011573","a0j8p000001wtmUAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wuDMAAY","Success","N263220004011686","a0j8p000001wuDMAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wuWpAAI","Success","N263220004011484","a0j8p000001wuWpAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yMuyAAE","Success","N263220004011923","a0j8p000001yMuyAAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xxsBAAQ","Success","N263220004011656","a0j8p000001xxsBAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wfoxAAA","Success","N263220004011215","a0j8p000001wfoxAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wigxAAA","Success","N263220004011793","a0j8p000001wigxAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xvLxAAI","Success","N263220004011937","a0j8p000001xvLxAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xwHUAAY","Success","N263220004011653","a0j8p000001xwHUAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xwR6AAI","Success","N263220004011710","a0j8p000001xwR6AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1UrAAI","Success","N263220004011969","a0j8p000001y1UrAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y1t8AAA","Success","N263220004011723","a0j8p000001y1t8AAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vCYnAAM","Success","N263220004011242","a0j8p000001vCYnAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wwKTAAY","Success","N263220004011489","a0j8p000001wwKTAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yIsKAAU","Success","N263220004011885","a0j8p000001yIsKAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wtE6AAI","Success","N263220004011416","a0j8p000001wtE6AAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wsKuAAI","Success","N263220004011415","a0j8p000001wsKuAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xNNcAAM","Success","N263220004011801","a0j8p000001xNNcAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNa9AAE","Success","N263220004011603","a0j8p000001yNa9AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001xx5IAAQ","Success","N263220004011878","a0j8p000001xx5IAAQ","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001wiTGAAY","Success","N263220004011495","a0j8p000001wiTGAAY","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yX7EAAU","Success","N263220004011614","a0j8p000001yX7EAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yWA6AAM","Success","N263220004011518","a0j8p000001yWA6AAM","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vLmWAAU","Success","N263220004011491","a0j8p000001vLmWAAU","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001vM28AAE","Success","N263220004011492","a0j8p000001vM28AAE","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001y4jcAAA","Success","N263220004011618","a0j8p000001y4jcAAA","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001v9HrAAI","Success","N263220004011512","a0j8p000001v9HrAAI","Paid","2022-09-21T12:44:27Z","Item Updated"
"a0j8p000001yNDdAAM","Success","N263220004011438","a0j8p000001yNDdAAM","Paid","2022-09-21T12:44:27Z","Item Updated"
