"ID","?FT_STATUS","UTR_NUMBER","ID","REMARKS","FT_INNITIATED_DATE","STATUS"
"a0j8p000001yZ8IAAU","Success","N264220004016094","a0j8p000001yZ8IAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yZk1AAE","Success","N264220004015900","a0j8p000001yZk1AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ybTeAAI","Success","N264220004016013","a0j8p000001ybTeAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yarDAAQ","Success","N264220004016221","a0j8p000001yarDAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001uxmSAAQ","Success","N264220004016102","a0j8p000001uxmSAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zUVmAAM","Success","N264220004015964","a0j8p000001zUVmAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zYKUAA2","Success","N264220004015905","a0j8p000001zYKUAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zR75AAE","Success","N264220004015907","a0j8p000001zR75AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zPQYAA2","Success","N264220004016290","a0j8p000001zPQYAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zlRjAAI","Success","N264220004016114","a0j8p000001zlRjAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zYlGAAU","Success","N264220004015861","a0j8p000001zYlGAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zdSpAAI","Success","N264220004016033","a0j8p000001zdSpAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zqKQAAY","Success","N264220004016224","a0j8p000001zqKQAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yhnaAAA","Success","N264220004016170","a0j8p000001yhnaAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ySu1AAE","Success","N264220004016146","a0j8p000001ySu1AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001x4S4AAI","Success","N264220004015952","a0j8p000001x4S4AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000002048GAAQ","Success","N264220004016141","a0j8p000002048GAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zhevAAA","Success","N264220004015756","a0j8p000001zhevAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zqCgAAI","Success","N264220004016088","a0j8p000001zqCgAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zi1AAAQ","Success","N264220004016299","a0j8p000001zi1AAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000203ItAAI","Success","N264220004016281","a0j8p00000203ItAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000201u6AAA","Success","N264220004015854","a0j8p00000201u6AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000202UPAAY","Success","N264220004016113","a0j8p00000202UPAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zl6VAAQ","Success","N264220004015818","a0j8p000001zl6VAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zkyTAAQ","Success","N264220004015993","a0j8p000001zkyTAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zhFcAAI","Success","N264220004016076","a0j8p000001zhFcAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zdJLAAY","Success","N264220004016282","a0j8p000001zdJLAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zit8AAA","Success","N264220004016108","a0j8p000001zit8AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zkzEAAQ","Success","N264220004015858","a0j8p000001zkzEAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zhETAAY","Success","N264220004016244","a0j8p000001zhETAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001v1y4AAA","Success","N264220004016084","a0j8p000001v1y4AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001xEOJAA2","Success","N264220004015828","a0j8p000001xEOJAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001xDvfAAE","Success","N264220004015953","a0j8p000001xDvfAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001xEAAAA2","Success","N264220004015826","a0j8p000001xEAAAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zuPuAAI","Success","N264220004016136","a0j8p000001zuPuAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zhxFAAQ","Success","N264220004016161","a0j8p000001zhxFAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yMgaAAE","Success","N264220004016159","a0j8p000001yMgaAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001y6M1AAI","Success","N264220004015949","a0j8p000001y6M1AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000203r2AAA","Success","N264220004016142","a0j8p00000203r2AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yaK2AAI","Success","N264220004016263","a0j8p000001yaK2AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ybrKAAQ","Success","N264220004015919","a0j8p000001ybrKAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000203MyAAI","Success","N264220004016275","a0j8p00000203MyAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001v9MQAAY","Success","N264220004016293","a0j8p000001v9MQAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001v90AAAQ","Success","N264220004016195","a0j8p000001v90AAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zQsdAAE","Success","N264220004016267","a0j8p000001zQsdAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zRtpAAE","Success","N264220004015810","a0j8p000001zRtpAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zqR8AAI","Success","N264220004015738","a0j8p000001zqR8AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zXqnAAE","Success","N264220004016181","a0j8p000001zXqnAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000002010mAAA","Success","N264220004016228","a0j8p000002010mAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zasxAAA","Success","N264220004015947","a0j8p000001zasxAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zhEFAAY","Success","N264220004016105","a0j8p000001zhEFAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjHbAAI","Success","N264220004016180","a0j8p000001zjHbAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjdaAAA","Success","N264220004016274","a0j8p000001zjdaAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zdnNAAQ","Success","N264220004015893","a0j8p000001zdnNAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001vJ3bAAE","Success","N264220004015866","a0j8p000001vJ3bAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zpYdAAI","Success","N264220004016292","a0j8p000001zpYdAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zq0IAAQ","Success","N264220004015813","a0j8p000001zq0IAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001za32AAA","Success","N264220004015971","a0j8p000001za32AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yognAAA","Success","N264220004016005","a0j8p000001yognAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zcNvAAI","Success","N264220004016069","a0j8p000001zcNvAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zcCuAAI","Success","N264220004015779","a0j8p000001zcCuAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zc8AAAQ","Success","N264220004016193","a0j8p000001zc8AAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zx47AAA","Success","N264220004015886","a0j8p000001zx47AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zsz5AAA","Success","N264220004016264","a0j8p000001zsz5AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zwvjAAA","Success","N264220004015888","a0j8p000001zwvjAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zx88AAA","Success","N264220004016070","a0j8p000001zx88AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjLWAAY","Success","N264220004016217","a0j8p000001zjLWAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ykkOAAQ","Success","N264220004016027","a0j8p000001ykkOAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yia0AAA","Success","N264220004016147","a0j8p000001yia0AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001za1LAAQ","Success","N264220004016233","a0j8p000001za1LAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zl9iAAA","Success","N264220004015987","a0j8p000001zl9iAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001znkaAAA","Success","N264220004016040","a0j8p000001znkaAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zTj6AAE","Success","N264220004015943","a0j8p000001zTj6AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zmGIAAY","Success","N264220004015750","a0j8p000001zmGIAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zeInAAI","Success","N264220004015780","a0j8p000001zeInAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yUc4AAE","Success","N264220004016074","a0j8p000001yUc4AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yVJLAA2","Success","N264220004016085","a0j8p000001yVJLAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yUrkAAE","Success","N264220004016283","a0j8p000001yUrkAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zptcAAA","Success","N264220004015979","a0j8p000001zptcAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zlmeAAA","Success","N264220004016016","a0j8p000001zlmeAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zv3dAAA","Success","N264220004016212","a0j8p000001zv3dAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yjReAAI","Success","N264220004015851","a0j8p000001yjReAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ztEFAAY","Success","N264220004015841","a0j8p000001ztEFAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yXQ9AAM","Success","N264220004015732","a0j8p000001yXQ9AAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zio0AAA","Success","N264220004016015","a0j8p000001zio0AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zck9AAA","Success","N264220004015934","a0j8p000001zck9AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ztHcAAI","Success","N264220004016129","a0j8p000001ztHcAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yobjAAA","Success","N264220004016004","a0j8p000001yobjAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ybWNAAY","Success","N264220004015880","a0j8p000001ybWNAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yWJfAAM","Success","N264220004016082","a0j8p000001yWJfAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zczAAAQ","Success","N264220004015936","a0j8p000001zczAAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yLhGAAU","Success","N264220004015733","a0j8p000001yLhGAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yKnUAAU","Success","N264220004015735","a0j8p000001yKnUAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yMVDAA2","Success","N264220004016117","a0j8p000001yMVDAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ydnuAAA","Success","N264220004016248","a0j8p000001ydnuAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001x2llAAA","Success","N264220004016003","a0j8p000001x2llAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zkp5AAA","Success","N264220004015806","a0j8p000001zkp5AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zrxTAAQ","Success","N264220004015772","a0j8p000001zrxTAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zs69AAA","Success","N264220004015773","a0j8p000001zs69AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zSbaAAE","Success","N264220004016075","a0j8p000001zSbaAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zSm2AAE","Success","N264220004016188","a0j8p000001zSm2AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zstzAAA","Success","N264220004015741","a0j8p000001zstzAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yS7RAAU","Success","N264220004016064","a0j8p000001yS7RAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001u33dAAA","Success","N264220004016080","a0j8p000001u33dAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zncGAAQ","Success","N264220004016079","a0j8p000001zncGAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001vAaCAAU","Success","N264220004016024","a0j8p000001vAaCAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zWT8AAM","Success","N264220004015892","a0j8p000001zWT8AAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zezAAAQ","Success","N264220004016198","a0j8p000001zezAAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zj9uAAA","Success","N264220004016042","a0j8p000001zj9uAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zj4PAAQ","Success","N264220004016045","a0j8p000001zj4PAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zoMrAAI","Success","N264220004016086","a0j8p000001zoMrAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zrSbAAI","Success","N264220004016286","a0j8p000001zrSbAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zr6zAAA","Success","N264220004016178","a0j8p000001zr6zAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zS5KAAU","Success","N264220004016157","a0j8p000001zS5KAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zSOtAAM","Success","N264220004016186","a0j8p000001zSOtAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zRrnAAE","Success","N264220004016223","a0j8p000001zRrnAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zRyIAAU","Success","N264220004015883","a0j8p000001zRyIAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zSJWAA2","Success","N264220004016268","a0j8p000001zSJWAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yYWsAAM","Success","N264220004015837","a0j8p000001yYWsAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001x4vTAAQ","Success","N264220004015824","a0j8p000001x4vTAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000200kEAAQ","Success","N264220004016158","a0j8p00000200kEAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjW8AAI","Success","N264220004015845","a0j8p000001zjW8AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001xvUWAAY","Success","N264220004015798","a0j8p000001xvUWAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001u5ZsAAI","Success","N264220004016289","a0j8p000001u5ZsAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjs0AAA","Rejected","N264220004016285","a0j8p000001zjs0AAA","ANY OTHER REASON","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zQMjAAM","Success","N264220004016131","a0j8p000001zQMjAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000002006LAAQ","Success","N264220004016259","a0j8p000002006LAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zzpWAAQ","Success","N264220004016214","a0j8p000001zzpWAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zV1XAAU","Success","N264220004016225","a0j8p000001zV1XAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ydKxAAI","Success","N264220004016169","a0j8p000001ydKxAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yhrSAAQ","Success","N264220004016021","a0j8p000001yhrSAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjQKAAY","Success","N264220004016247","a0j8p000001zjQKAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zzYZAAY","Success","N264220004015896","a0j8p000001zzYZAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zyisAAA","Success","N264220004015968","a0j8p000001zyisAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yfflAAA","Success","N264220004015853","a0j8p000001yfflAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zrsUAAQ","Success","N264220004016111","a0j8p000001zrsUAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yfAcAAI","Success","N264220004016018","a0j8p000001yfAcAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ydiSAAQ","Success","N264220004016034","a0j8p000001ydiSAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yiLfAAI","Success","N264220004016020","a0j8p000001yiLfAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yX9XAAU","Success","N264220004016103","a0j8p000001yX9XAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yjfZAAQ","Success","N264220004016280","a0j8p000001yjfZAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zZSQAA2","Success","N264220004016200","a0j8p000001zZSQAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yRrdAAE","Success","N264220004016288","a0j8p000001yRrdAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yIYJAA2","Success","N264220004015736","a0j8p000001yIYJAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yIrsAAE","Success","N264220004016229","a0j8p000001yIrsAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yGUBAA2","Success","N264220004015737","a0j8p000001yGUBAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yYwKAAU","Success","N264220004016066","a0j8p000001yYwKAAU","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yZtrAAE","Success","N264220004016065","a0j8p000001yZtrAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001znkuAAA","Success","N264220004016220","a0j8p000001znkuAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zpFVAAY","Success","N264220004015840","a0j8p000001zpFVAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zksLAAQ","Success","N264220004016250","a0j8p000001zksLAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001znSOAAY","Success","N264220004016006","a0j8p000001znSOAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zTSNAA2","Success","N264220004016011","a0j8p000001zTSNAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001x2fKAAQ","Success","N264220004015804","a0j8p000001x2fKAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ySYpAAM","Success","N264220004015881","a0j8p000001ySYpAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yL56AAE","Success","N264220004016241","a0j8p000001yL56AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000201q0AAA","Success","N264220004015925","a0j8p00000201q0AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000202c1AAA","Success","N264220004016204","a0j8p00000202c1AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yHFmAAM","Success","N264220004016149","a0j8p000001yHFmAAM","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ybL7AAI","Success","N264220004016053","a0j8p000001ybL7AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ztSuAAI","Success","N264220004015984","a0j8p000001ztSuAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ztypAAA","Success","N264220004015797","a0j8p000001ztypAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yfobAAA","Success","N264220004016051","a0j8p000001yfobAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ydG9AAI","Success","N264220004016050","a0j8p000001ydG9AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zw8ZAAQ","Success","N264220004016143","a0j8p000001zw8ZAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zvwXAAQ","Success","N264220004016227","a0j8p000001zvwXAAQ","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yNTPAA2","Success","N264220004016057","a0j8p000001yNTPAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ySHDAA2","Success","N264220004015877","a0j8p000001ySHDAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zjKVAAY","Success","N264220004015759","a0j8p000001zjKVAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zxkaAAA","Success","N264220004015819","a0j8p000001zxkaAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zx2qAAA","Success","N264220004016007","a0j8p000001zx2qAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zqJtAAI","Success","N264220004015990","a0j8p000001zqJtAAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yjULAAY","Success","N264220004015903","a0j8p000001yjULAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zZohAAE","Success","N264220004015783","a0j8p000001zZohAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000204iiAAA","Success","N264220004016197","a0j8p00000204iiAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zoBEAAY","Success","N264220004015763","a0j8p000001zoBEAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001v2n0AAA","Success","N264220004015864","a0j8p000001v2n0AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p00000204UJAAY","Success","N264220004015924","a0j8p00000204UJAAY","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p0000020453AAA","Success","N264220004015923","a0j8p0000020453AAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zS3lAAE","Success","N264220004015809","a0j8p000001zS3lAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zY15AAE","Success","N264220004015751","a0j8p000001zY15AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yTotAAE","Success","N264220004016058","a0j8p000001yTotAAE","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yCLFAA2","Success","N264220004016166","a0j8p000001yCLFAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zsE0AAI","Success","N264220004015775","a0j8p000001zsE0AAI","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001ygnrAAA","Success","N264220004016232","a0j8p000001ygnrAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yYAQAA2","Success","N264220004016078","a0j8p000001yYAQAA2","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001zsscAAA","Success","N264220004016284","a0j8p000001zsscAAA","Paid","2022-09-22T12:58:31Z","Item Updated"
"a0j8p000001yT35AAE","Success","N264220004016093","a0j8p000001yT35AAE","Paid","2022-09-22T12:58:31Z","Item Updated"
