"ID","?FT_STATUS","UTR_NUMBER","ID","REMARKS","FT_INNITIATED_DATE","STATUS"
"a0j8p000001x0YqAAI","Success","N262220004007215","a0j8p000001x0YqAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wzlNAAQ","Success","N262220004007291","a0j8p000001wzlNAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vdUpAAI","Success","N262220004007397","a0j8p000001vdUpAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQjcAAE","Success","N262220004007219","a0j8p000001vQjcAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQc5AAE","Success","N262220004007218","a0j8p000001vQc5AAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vbyaAAA","Success","N262220004007384","a0j8p000001vbyaAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vZKjAAM","Success","N262220004007110","a0j8p000001vZKjAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vbF1AAI","Rejected","N262220004007109","a0j8p000001vbF1AAI","Blocked Account","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQxmAAE","Success","N262220004007329","a0j8p000001vQxmAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQVXAA2","Success","N262220004007060","a0j8p000001vQVXAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQoJAAU","Success","N262220004007217","a0j8p000001vQoJAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQHbAAM","Success","N262220004007375","a0j8p000001vQHbAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x6LsAAI","Success","N262220004007367","a0j8p000001x6LsAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001waiEAAQ","Success","N262220004007310","a0j8p000001waiEAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wWnNAAU","Success","N262220004007178","a0j8p000001wWnNAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x70PAAQ","Success","N262220004007175","a0j8p000001x70PAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001whM8AAI","Success","N262220004007150","a0j8p000001whM8AAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wa5gAAA","Success","N262220004007236","a0j8p000001wa5gAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x4DBAAY","Success","N262220004007081","a0j8p000001x4DBAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wZ6BAAU","Success","N262220004007326","a0j8p000001wZ6BAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vLWpAAM","Success","N262220004007411","a0j8p000001vLWpAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wYyBAAU","Success","N262220004007235","a0j8p000001wYyBAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vKHfAAM","Success","N262220004007377","a0j8p000001vKHfAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wlXOAAY","Success","N262220004007203","a0j8p000001wlXOAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vLz5AAE","Success","N262220004007117","a0j8p000001vLz5AAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001ug7IAAQ","Success","N262220004007252","a0j8p000001ug7IAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vKdNAAU","Success","N262220004007282","a0j8p000001vKdNAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wZsPAAU","Success","N262220004007078","a0j8p000001wZsPAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wYsKAAU","Rejected","N262220004007374","a0j8p000001wYsKAAU","ACCOUNT DORMANT","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vbmVAAQ","Success","N262220004007239","a0j8p000001vbmVAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wkyNAAQ","Success","N262220004007243","a0j8p000001wkyNAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wpUBAAY","Success","N262220004007242","a0j8p000001wpUBAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wolVAAQ","Success","N262220004007210","a0j8p000001wolVAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001woPBAAY","Success","N262220004007209","a0j8p000001woPBAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wnmoAAA","Success","N262220004007189","a0j8p000001wnmoAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v71FAAQ","Success","N262220004007165","a0j8p000001v71FAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v7KAAAY","Success","N262220004007404","a0j8p000001v7KAAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vcQVAAY","Success","N262220004007304","a0j8p000001vcQVAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v6EwAAI","Success","N262220004007164","a0j8p000001v6EwAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v8DhAAI","Success","N262220004007090","a0j8p000001v8DhAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v9XcAAI","Success","N262220004007079","a0j8p000001v9XcAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v9snAAA","Success","N262220004007080","a0j8p000001v9snAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vASWAA2","Success","N262220004007294","a0j8p000001vASWAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x43eAAA","Success","N262220004007211","a0j8p000001x43eAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001whxaAAA","Success","N262220004007201","a0j8p000001whxaAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wrnLAAQ","Success","N262220004007328","a0j8p000001wrnLAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wsbaAAA","Success","N262220004007413","a0j8p000001wsbaAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001ws4aAAA","Success","N262220004007092","a0j8p000001ws4aAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wsc4AAA","Success","N262220004007093","a0j8p000001wsc4AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wsGeAAI","Success","N262220004007254","a0j8p000001wsGeAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v7gwAAA","Success","N262220004007089","a0j8p000001v7gwAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbjnAAA","Success","N262220004007199","a0j8p000001wbjnAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbWRAAY","Success","N262220004007241","a0j8p000001wbWRAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wb9WAAQ","Success","N262220004007119","a0j8p000001wb9WAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbyWAAQ","Success","N262220004007290","a0j8p000001wbyWAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wav2AAA","Success","N262220004007082","a0j8p000001wav2AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wkdsAAA","Success","N262220004007237","a0j8p000001wkdsAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wmg3AAA","Success","N262220004007331","a0j8p000001wmg3AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wpt8AAA","Success","N262220004007372","a0j8p000001wpt8AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vNlTAAU","Success","N262220004007096","a0j8p000001vNlTAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vMI3AAM","Success","N262220004007371","a0j8p000001vMI3AAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vK9sAAE","Success","N262220004007370","a0j8p000001vK9sAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x1oeAAA","Success","N262220004007065","a0j8p000001x1oeAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wq8cAAA","Success","N262220004007226","a0j8p000001wq8cAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wz7tAAA","Success","N262220004007394","a0j8p000001wz7tAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x1NrAAI","Success","N262220004007250","a0j8p000001x1NrAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x1i3AAA","Success","N262220004007256","a0j8p000001x1i3AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wnKoAAI","Success","N262220004007364","a0j8p000001wnKoAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wpgAAAQ","Success","N262220004007047","a0j8p000001wpgAAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wiQyAAI","Success","N262220004007041","a0j8p000001wiQyAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001qFTKAA2","Success","N262220004007341","a0j8p000001qFTKAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wUpiAAE","Success","N262220004007232","a0j8p000001wUpiAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001whuCAAQ","Success","N262220004007259","a0j8p000001whuCAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vVIrAAM","Success","N262220004007280","a0j8p000001vVIrAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vVWZAA2","Success","N262220004007402","a0j8p000001vVWZAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001waOeAAI","Success","N262220004007130","a0j8p000001waOeAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001waFbAAI","Success","N262220004007131","a0j8p000001waFbAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbXeAAI","Success","N262220004007127","a0j8p000001wbXeAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wpDwAAI","Success","N262220004007389","a0j8p000001wpDwAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wir3AAA","Success","N262220004007323","a0j8p000001wir3AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wj4aAAA","Success","N262220004007400","a0j8p000001wj4aAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wpdAAAQ","Success","N262220004007344","a0j8p000001wpdAAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v5szAAA","Success","N262220004007253","a0j8p000001v5szAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v5i7AAA","Success","N262220004007360","a0j8p000001v5i7AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wlyzAAA","Success","N262220004007249","a0j8p000001wlyzAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wlGEAAY","Success","N262220004007179","a0j8p000001wlGEAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wsSMAAY","Success","N262220004007227","a0j8p000001wsSMAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wiVSAAY","Rejected","N262220004007040","a0j8p000001wiVSAAY","Restriction 99 exists on account 20155135204","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vVmFAAU","Success","N262220004007346","a0j8p000001vVmFAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wrjtAAA","Success","N262220004007144","a0j8p000001wrjtAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wmB4AAI","Success","N262220004007321","a0j8p000001wmB4AAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wm6ZAAQ","Success","N262220004007159","a0j8p000001wm6ZAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vU9IAAU","Success","N262220004007240","a0j8p000001vU9IAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vPcRAAU","Success","N262220004007106","a0j8p000001vPcRAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vUleAAE","Success","N262220004007099","a0j8p000001vUleAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vVPFAA2","Success","N262220004007098","a0j8p000001vVPFAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vRksAAE","Success","N262220004007315","a0j8p000001vRksAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wmmtAAA","Success","N262220004007188","a0j8p000001wmmtAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wqZeAAI","Success","N262220004007385","a0j8p000001wqZeAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wqEBAAY","Success","N262220004007050","a0j8p000001wqEBAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x5NqAAI","Success","N262220004007261","a0j8p000001x5NqAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wmMuAAI","Success","N262220004007140","a0j8p000001wmMuAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wqAEAAY","Success","N262220004007070","a0j8p000001wqAEAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wq7TAAQ","Success","N262220004007143","a0j8p000001wq7TAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v9tTAAQ","Success","N262220004007192","a0j8p000001v9tTAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wkVCAAY","Success","N262220004007373","a0j8p000001wkVCAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wjJlAAI","Success","N262220004007258","a0j8p000001wjJlAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wnbRAAQ","Success","N262220004007068","a0j8p000001wnbRAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wYO1AAM","Success","N262220004007308","a0j8p000001wYO1AAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001qF3CAAU","Success","N262220004007044","a0j8p000001qF3CAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vPzVAAU","Success","N262220004007393","a0j8p000001vPzVAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vPFGAA2","Success","N262220004007352","a0j8p000001vPFGAA2","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQ1aAAE","Success","N262220004007136","a0j8p000001vQ1aAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001waWQAAY","Success","N262220004007196","a0j8p000001waWQAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001qxPbAAI","Success","N262220004007317","a0j8p000001qxPbAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wypzAAA","Success","N262220004007173","a0j8p000001wypzAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wq7OAAQ","Success","N262220004007324","a0j8p000001wq7OAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vR5KAAU","Success","N262220004007102","a0j8p000001vR5KAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vPnXAAU","Success","N262220004007105","a0j8p000001vPnXAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbCsAAI","Success","N262220004007129","a0j8p000001wbCsAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vAveAAE","Success","N262220004007222","a0j8p000001vAveAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wqFoAAI","Success","N262220004007225","a0j8p000001wqFoAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001psYzAAI","Success","N262220004007295","a0j8p000001psYzAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wyi3AAA","Success","N262220004007172","a0j8p000001wyi3AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001sQ3tAAE","Success","N262220004007378","a0j8p000001sQ3tAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wbHzAAI","Success","N262220004007297","a0j8p000001wbHzAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wnWNAAY","Success","N262220004007142","a0j8p000001wnWNAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wa7YAAQ","Success","N262220004007074","a0j8p000001wa7YAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v8BBAAY","Success","N262220004007114","a0j8p000001v8BBAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wiO1AAI","Success","N262220004007353","a0j8p000001wiO1AAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001woVDAAY","Success","N262220004007396","a0j8p000001woVDAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vLItAAM","Success","N262220004007206","a0j8p000001vLItAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v6jqAAA","Success","N262220004007408","a0j8p000001v6jqAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001qF8BAAU","Success","N262220004007279","a0j8p000001qF8BAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001qFOcAAM","Success","N262220004007340","a0j8p000001qFOcAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001x64RAAQ","Success","N262220004007263","a0j8p000001x64RAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wim3AAA","Success","N262220004007274","a0j8p000001wim3AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vRgCAAU","Success","N262220004007101","a0j8p000001vRgCAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wY8SAAU","Success","N262220004007063","a0j8p000001wY8SAAU","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wvAKAAY","Success","N262220004007072","a0j8p000001wvAKAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wk23AAA","Success","N262220004007155","a0j8p000001wk23AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vTU4AAM","Success","N262220004007405","a0j8p000001vTU4AAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wn1iAAA","Success","N262220004007160","a0j8p000001wn1iAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vLPsAAM","Success","N262220004007094","a0j8p000001vLPsAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wXljAAE","Success","N262220004007330","a0j8p000001wXljAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001waAtAAI","Success","N262220004007247","a0j8p000001waAtAAI","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wmcgAAA","Success","N262220004007066","a0j8p000001wmcgAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001v2gsAAA","Success","N262220004007386","a0j8p000001v2gsAAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vQJtAAM","Success","N262220004007103","a0j8p000001vQJtAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vOy9AAE","Success","N262220004007336","a0j8p000001vOy9AAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wYE5AAM","Success","N262220004007399","a0j8p000001wYE5AAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wapJAAQ","Success","N262220004007398","a0j8p000001wapJAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wUftAAE","Success","N262220004007085","a0j8p000001wUftAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vjHTAAY","Success","N262220004007116","a0j8p000001vjHTAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vM0rAAE","Success","N262220004007202","a0j8p000001vM0rAAE","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001vMBnAAM","Success","N262220004007083","a0j8p000001vMBnAAM","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001whm7AAA","Success","N262220004007051","a0j8p000001whm7AAA","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001weQJAAY","Success","N262220004007183","a0j8p000001weQJAAY","Paid","2022-09-20T01:47:57Z","Item Updated"
"a0j8p000001wntGAAQ","Success","N262220004007190","a0j8p000001wntGAAQ","Paid","2022-09-20T01:47:57Z","Item Updated"
